item_id,title,category,avg_pos_prob,pos_ratio,neg_ratio,avg_rating,predicted_sales_next_28_days,initial_inventory,inventory_score
B00005T3G0,Item_B00005T3G0,Electronics,0.8007078651685388,0.8595505617977528,0.0547752808988764,4.643258426966292,29.08606380294472,100.0,0.2908606380265385
B00007M1TZ,Item_B00007M1TZ,Electronics,0.7725706794682412,0.7976366322008862,0.1166912850812407,4.140324963072378,3.531231454686384,100.0,0.0353123145465107
B0000BZL1P,Item_B0000BZL1P,Electronics,0.820068552412645,0.8668885191347754,0.059900166389351,4.80865224625624,3.531231454686384,100.0,0.0353123145465107
B0007MXZB2,Item_B0007MXZB2,Electronics,0.7741140916808148,0.7945670628183361,0.1188455008488964,3.767402376910017,7.986474159441755,100.0,0.0798647415936189
B00004T8R2,Item_B00004T8R2,Electronics,0.8274965579710146,0.8641304347826086,0.0706521739130434,4.378623188405797,7.986474159441755,100.0,0.0798647415936189
B00006JN3G,Item_B00006JN3G,Electronics,0.7982185882352935,0.8494117647058823,0.0635294117647058,4.425882352941176,29.08606380294472,100.0,0.2908606380265385
B00081A2KY,Item_B00081A2KY,Electronics,0.7276991626794264,0.7679425837320574,0.131578947368421,4.492822966507177,7.986474159441755,100.0,0.0798647415936189
B00029U1DK,Item_B00029U1DK,Electronics,0.7269604878048779,0.7560975609756098,0.1146341463414634,4.5512195121951216,3.531231454686384,100.0,0.0353123145465107
B000C1Z0HA,Item_B000C1Z0HA,Electronics,0.7733991978609626,0.7941176470588235,0.1229946524064171,4.278074866310161,3.531231454686384,100.0,0.0353123145465107
B000089GN3,Item_B000089GN3,Electronics,0.896427027027027,0.927927927927928,0.045045045045045,4.558558558558558,29.08606380294472,100.0,0.2908606380265385
B0002SQ2P2,Item_B0002SQ2P2,Electronics,0.8824603076923077,0.926153846153846,0.0523076923076923,4.483076923076923,7.986474159441755,100.0,0.0798647415936189
B000EPLP3C,Item_B000EPLP3C,Electronics,0.8436077060931908,0.8602150537634409,0.0967741935483871,3.870967741935484,29.08606380294472,100.0,0.2908606380265385
B00004Z5M1,Item_B00004Z5M1,Electronics,0.761396376811594,0.8079710144927537,0.0507246376811594,4.681159420289855,3.531231454686384,100.0,0.0353123145465107
B00022OBO2,Item_B00022OBO2,Electronics,0.8167079497907952,0.8661087866108786,0.0753138075313807,3.94142259414226,7.986474159441755,100.0,0.0798647415936189
B0000AI0N1,Item_B0000AI0N1,Electronics,0.7842549549549551,0.8288288288288288,0.0495495495495495,4.657657657657658,3.531231454686384,100.0,0.0353123145465107
B00066FH1U,Item_B00066FH1U,Electronics,0.8346493023255811,0.8883720930232558,0.0651162790697674,4.534883720930233,3.531231454686384,100.0,0.0353123145465107
B0000A1G05,Item_B0000A1G05,Electronics,0.8729951690821256,0.9033816425120772,0.0676328502415458,4.328502415458937,3.531231454686384,100.0,0.0353123145465107
B000ENRQ3M,Item_B000ENRQ3M,Electronics,0.7346642857142859,0.7142857142857143,0.1477832512315271,3.763546798029557,29.08606380294472,100.0,0.2908606380265385
B000068O3C,Item_B000068O3C,Electronics,0.757093147208121,0.7918781725888325,0.0862944162436548,4.629441624365482,29.08606380294472,100.0,0.2908606380265385
B0007Z1M50,Item_B0007Z1M50,Electronics,0.8701017766497461,0.9137055837563453,0.0406091370558375,4.467005076142132,3.531231454686384,100.0,0.0353123145465107
B000AA2RCY,Item_B000AA2RCY,Electronics,0.7593558201058203,0.798941798941799,0.0687830687830687,4.613756613756614,7.986474159441755,100.0,0.0798647415936189
B000CS7U1C,Item_B000CS7U1C,Electronics,0.9017180851063834,0.9202127659574468,0.0585106382978723,4.26595744680851,3.531231454686384,100.0,0.0353123145465107
B0000CE1UO,Item_B0000CE1UO,Electronics,0.8013724598930483,0.8128342245989305,0.1497326203208556,3.839572192513369,3.531231454686384,100.0,0.0353123145465107
B0000B006W,Item_B0000B006W,Electronics,0.7887021621621629,0.8432432432432433,0.0756756756756756,4.697297297297298,2.6437884023932186,100.0,0.0264378840236678
B0002U1TJY,Item_B0002U1TJY,Electronics,0.8496786885245904,0.8961748633879781,0.0546448087431694,4.437158469945355,3.531231454686384,100.0,0.0353123145465107
B00004Z5D1,Item_B00004Z5D1,Electronics,0.7235101648351651,0.7417582417582418,0.1483516483516483,4.521978021978022,3.531231454686384,100.0,0.0353123145465107
B0007RV3IE,Item_B0007RV3IE,Electronics,0.6676134078212289,0.6368715083798883,0.1955307262569832,3.64804469273743,29.08606380294472,100.0,0.2908606380265385
B00005ARK3,Item_B00005ARK3,Electronics,0.8087162011173185,0.8324022346368715,0.1117318435754189,3.832402234636872,29.08606380294472,100.0,0.2908606380265385
B00000J1V5,Item_B00000J1V5,Electronics,0.7396770114942527,0.7816091954022989,0.0747126436781609,4.712643678160919,3.531231454686384,100.0,0.0353123145465107
B0001D3K8A,Item_B0001D3K8A,Electronics,0.7798867816091952,0.7988505747126436,0.1264367816091954,3.8908045977011496,29.08606380294472,100.0,0.2908606380265385
B000BWACX2,Item_B000BWACX2,Electronics,0.749615,0.7529411764705882,0.1588235294117647,3.7176470588235295,7.986474159441755,100.0,0.0798647415936189
B000CH3IIW,Item_B000CH3IIW,Electronics,0.7690173529411763,0.7941176470588235,0.1117647058823529,4.088235294117647,29.08606380294472,100.0,0.2908606380265385
B0000A2QBP,Item_B0000A2QBP,Electronics,0.7696380368098161,0.8466257668711656,0.0613496932515337,4.699386503067485,7.986474159441755,100.0,0.0798647415936189
B0006I1TRY,Item_B0006I1TRY,Electronics,0.7920586419753086,0.8641975308641975,0.0679012345679012,4.709876543209877,3.531231454686384,100.0,0.0353123145465107
B000A5TAT2,Item_B000A5TAT2,Electronics,0.8585788461538462,0.9102564102564102,0.0769230769230769,4.423076923076923,7.986474159441755,100.0,0.0798647415936189
B00081A2DQ,Item_B00081A2DQ,Electronics,0.7976475524475525,0.8111888111888111,0.1188811188811188,3.8181818181818175,7.986474159441755,100.0,0.0798647415936189
B0007MWE1E,Item_B0007MWE1E,Electronics,0.7340288321167883,0.7153284671532847,0.1021897810218978,4.496350364963504,3.531231454686384,100.0,0.0353123145465107
B000CS1TLE,Item_B000CS1TLE,Electronics,0.776961851851852,0.7777777777777778,0.1555555555555555,3.437037037037037,3.531231454686384,100.0,0.0353123145465107
B0000C3GWU,Item_B0000C3GWU,Electronics,0.8243879699248121,0.8270676691729323,0.0676691729323308,3.9849624060150375,29.08606380294472,100.0,0.2908606380265385
B000089GN2,Item_B000089GN2,Electronics,0.8149980620155038,0.8294573643410853,0.1240310077519379,3.86046511627907,7.986474159441755,100.0,0.0798647415936189
B00004XOM3,Item_B00004XOM3,Electronics,0.9217096899224816,0.9689922480620154,0.0310077519379844,4.821705426356589,29.08606380294472,100.0,0.2908606380265385
B000BP8AY2,Item_B000BP8AY2,Electronics,0.8454253968253966,0.8650793650793651,0.0873015873015873,3.888888888888889,7.986474159441755,100.0,0.0798647415936189
B00005T3BD,Item_B00005T3BD,Electronics,0.8751167999999998,0.928,0.04,4.536,29.08606380294472,100.0,0.2908606380265385
B0001VWHH2,Item_B0001VWHH2,Electronics,0.8060714876033057,0.8677685950413223,0.0495867768595041,4.619834710743802,7.986474159441755,100.0,0.0798647415936189
B000AO3L84,Item_B000AO3L84,Electronics,0.8642915929203544,0.8849557522123894,0.0353982300884955,4.672566371681416,29.08606380294472,100.0,0.2908606380265385
B000A2BLEC,Item_B000A2BLEC,Electronics,0.7258081081081083,0.7657657657657657,0.1261261261261261,4.117117117117117,7.986474159441755,100.0,0.0798647415936189
B00009W3TY,Item_B00009W3TY,Electronics,0.7579981651376145,0.7889908256880734,0.091743119266055,3.963302752293578,29.08606380294472,100.0,0.2908606380265385
B00000K135,Item_B00000K135,Electronics,0.7850337962962965,0.8611111111111112,0.0555555555555555,4.50925925925926,4.07779903663899,100.0,0.0407779903659821
B00000K2YR,Item_B00000K2YR,Electronics,0.7951393518518521,0.7777777777777778,0.0833333333333333,4.018518518518518,7.986474159441755,100.0,0.0798647415936189
B000E1FYQA,Item_B000E1FYQA,Electronics,0.8342803738317759,0.8598130841121495,0.0841121495327102,4.065420560747664,3.531231454686384,100.0,0.0353123145465107
B000ERAON2,Item_B000ERAON2,Electronics,0.730587980769231,0.7307692307692307,0.1538461538461538,4.278846153846154,7.986474159441755,100.0,0.0798647415936189
B00004W3ZQ,Item_B00004W3ZQ,Electronics,0.8300606796116504,0.9029126213592232,0.0679611650485436,4.466019417475728,29.08606380294472,100.0,0.2908606380265385
B0000UV2AW,Item_B0000UV2AW,Electronics,0.785142718446602,0.8349514563106796,0.0485436893203883,4.495145631067961,7.986474159441755,100.0,0.0798647415936189
B00005A1K1,Item_B00005A1K1,Electronics,0.8271878640776702,0.8640776699029126,0.058252427184466,4.213592233009709,3.531231454686384,100.0,0.0353123145465107
B000A3WS84,Item_B000A3WS84,Electronics,0.8102752525252526,0.8080808080808081,0.1313131313131313,4.05050505050505,29.08606380294472,100.0,0.2908606380265385
B000AV14M2,Item_B000AV14M2,Electronics,0.7468772727272731,0.7474747474747475,0.1616161616161616,4.4646464646464645,7.986474159441755,100.0,0.0798647415936189
B00007AP2O,Item_B00007AP2O,Electronics,0.6465453124999999,0.6145833333333334,0.1458333333333333,3.9479166666666665,7.986474159441755,100.0,0.0798647415936189
B00009R9A1,Item_B00009R9A1,Electronics,0.8026478947368417,0.8736842105263158,0.0631578947368421,4.515789473684211,3.531231454686384,100.0,0.0353123145465107
B0002XN3VS,Item_B0002XN3VS,Electronics,0.7124521276595743,0.7340425531914894,0.1489361702127659,3.851063829787234,29.08606380294472,100.0,0.2908606380265385
B000EPJL1A,Item_B000EPJL1A,Electronics,0.8681565217391302,0.9130434782608696,0.0760869565217391,4.369565217391305,3.531231454686384,100.0,0.0353123145465107
B00020M1U0,Item_B00020M1U0,Electronics,0.8355350000000002,0.8444444444444444,0.0888888888888888,4.8,3.531231454686384,100.0,0.0353123145465107
B000AM3U2I,Item_B000AM3U2I,Electronics,0.7903155555555555,0.8555555555555555,0.1111111111111111,4.5777777777777775,29.08606380294472,100.0,0.2908606380265385
B00008W2LC,Item_B00008W2LC,Electronics,0.819431111111111,0.8333333333333334,0.0666666666666666,4.522222222222222,7.986474159441755,100.0,0.0798647415936189
B00006B8K2,Item_B00006B8K2,Electronics,0.7799418604651163,0.8953488372093024,0.0697674418604651,4.662790697674419,7.986474159441755,100.0,0.0798647415936189
B0007A1IRC,Item_B0007A1IRC,Electronics,0.8767552325581395,0.9069767441860463,0.0116279069767441,4.5813953488372094,3.531231454686384,100.0,0.0353123145465107
B0001XGR1C,Item_B0001XGR1C,Electronics,0.7865829411764709,0.8,0.0705882352941176,4.623529411764705,3.531231454686384,100.0,0.0353123145465107
B00081A2CW,Item_B00081A2CW,Electronics,0.7851358823529413,0.8117647058823529,0.1176470588235294,4.011764705882353,7.986474159441755,100.0,0.0798647415936189
B000AM8SK2,Item_B000AM8SK2,Electronics,0.8343764705882349,0.9058823529411764,0.0588235294117647,4.529411764705882,7.986474159441755,100.0,0.0798647415936189
B0002J2MV4,Item_B0002J2MV4,Electronics,0.7468729411764705,0.7764705882352941,0.0588235294117647,4.529411764705882,7.986474159441755,100.0,0.0798647415936189
B000067SG2,Item_B000067SG2,Electronics,0.7695198795180719,0.7831325301204819,0.0481927710843373,4.795180722891566,7.986474159441755,100.0,0.0798647415936189
